FullName,Winery,ScoreAIS,Grapes,Tasting Notes,Pairing,Price,Bottles,Alcohol,Aging
Cascina Ca' Rossa,Roero Valmaggiore Vigna Audinaggio 2019,,Nebbiolo 100%,,Carni rosse o selvaggina,35,4,"14,5",Legno 18 mesi
Cascina Ca' Rossa,Roero Arneis Le Coste Riserva 2019,,Arneis 100%,,Piatti di pesce,25,1,13,Legno 12 mesi
Cascina Castlèt,Piemonte Chardonnay Ataj 2020,,Chardonnay 100%,,Piatti di verdure,9,10,"13,5",Acciaio 5 mesi
Cascina Fonda,Langhe Nebbiolo 2019,,Nebbiolo 100%,,Risotti di terra,12,5,14,Legno 12 mesi
Cascina Fonda,Alta Langa Cascina Fonda Extra Brut 2016,,"Chardonnay 50% – Pinot nero 50%  Alc.12,5%",,"Crostacei, molluschi o crudità",25,2,"12,5",
Cascina Gilli,Albugnano Superiore Notturno 2018,,Nebbiolo 100%,"Delicato rosso rubino con screziature granato Fragranti note di fragolina di bosco, amarena, iris e violetta precedono un finale che vira su toni balsamici di eucalipto e tabacco","In bocca è fresco e scalpitante, con tannini giovani e vigorosi",16,20,14,Acciaio 6 mesi e Legno 18 mesi
Cascina Gilli,Gilli Extra Dry,,Malvasia di Schierano 100%  Alc.12%,,,15,7,12,Acciaio abbinamento Piatti di pesce 
Cascina Morassino,Barbaresco Ovello 2018,94,Nebbiolo 100%,"Granato Tesi olfattiva: seducente dolcezza di mora, tappeto di sottobosco ombroso in cui s'alzano finezze speziate e aliti di menta glaciale Antitesi gustativa: vigorosa estrazione tannica integrata in un sorso rigoroso, ampio e articolato Sintesi: lungo, giovanile, convincente finale Châpeau",Tapulòn,46,3,15,Acciaio 6 mesi e Legno 12 mesi
Pietro Cassina,Lessona Septem 2011,,Nebbiolo 100%,"Delicato e luminoso colore granato, al naso porge complessità e maturità con cenni fruttati di sottobosco, fiori essiccati, spezie e sfumature balsamiche nobili e intense, tratti rigorosi eppure coinvolgenti Sorso sottile di notevole freschezza che appaga il palato regalando una lunga e sapida persistenza",Pasta e fagioli,75,660,14,Acciaio 5 mesi e Legno 84 mesi
Pietro Cassina,Coste Della Sesia Nebbiolo Ciuet 2011,,Nebbiolo 100%,,Carni rosse o selvaggina,30,3,13,Acciaio 5 mesi e Legno 56 mesi
Pietro Cassina,Coste Della Sesia Rosso Ca Dai Tass 2012,,Nebbiolo 100%,,Carni bianche o da cortile,25,8,13,Acciaio 6 mesi e Legno 56 mesi
Pietro Cassina,Coste Della Sesia Nebbiolo Severina 2016,,Nebbiolo 100%,,Formaggi stagionati o erborinati,15,3,13,Acciaio 12 mesi e Legno 12 mesi
Castellari Bergaglio,Gavi Del Comune Di Gavi Rovereto 2018,,Cortese 100%,,Primi piatti di pasta o pasta fresca ripiena,16,7,12,Acciaio 12 mesi
Castellari Bergaglio,Gavi Pilin 2015,,Cortese 100%,,Formaggi stagionati o erborinati,23,4,"13,5",Acciaio 6 mesi e Legno 6 mesi
Castellari Bergaglio,Gavi Del Comune Di Gavi Rolona 2020,,Cortese 100%,,Piatti di verdure,12,20,"12,5",Acciaio 6 mesi
Castello Di Castellengo,Coste Della Sesia Rosato Il Rosa 2020,,Nebbiolo 95% – Vespolina 5%  Alc.12%,MIRANDA 2020,,25,2,12,
Castello Di Verduno,Barolo Monvigliero Riserva 2015,93,Nebbiolo 100%,"Ancora un Monvigliero d'eccezione Ha naso profondo, dall'espressione complessa di frutti, fiori e spezie Alle note di cacao e liquirizia si uniscono toni erbacei e minerali, con rose e viole, anice e noce moscata, infine tanta frutta rossa La bocca è gustosa e morbida, con tannini fitti e lungo finale",Fagiano tartufato,70,2,14,Legno 34 mesi
Castello Di Verduno,Barolo Massara 2017,,Nebbiolo 100%,,Carni rosse o selvaggina,50,5,14,Legno 32 mesi
Castello Di Verduno,Verduno Pelaverga Basadone 2020,,Pelaverga piccolo 100%,,Risotti di terra,16,22,"13,5",Acciaio 9 mesi
Cavallotto,Barolo Bricco Boschis 2017,91,Nebbiolo 100%,"Dal naso impetuoso, fitto e ampio; splendida frutta rossa e scura, spunti vegetali e selvatici, erbe, china, liquirizia, caffè e terra bagnata Tanta energia anche al gusto, folto di sapore e tannini, morbidezza e sapienza Da godere senza fretta",Carrè di agnello al rosmarino,70,20,"14,5",Legno 36 mesi
Cavallotto,Barolo Vignolo Riserva 2015,,Nebbiolo 100%,,Carni rosse o selvaggina,110,7,"14,5",Legno 60 mesi
Ceretto,Barbaresco Asili 2018,93,Nebbiolo 100%,"Eccellente è dir poco! E’ un Asili meraviglioso in eleganza e piacevolezza Il naso è fresco e intensamente floreale con note di petali di rosa, gladioli, viola e lavanda; poi erbe e frutta rossa succosa La bocca conferma grazia leggiadria, con gusto pieno, buona acidità e sfumati tannini Dal 2025",Costolette alla Villeroy,155,,14,Legno 24 mesi
Ceretto,Barbaresco Gallina 2018,,Nebbiolo 100%,,Carni rosse o selvaggina,95,,"14,5",Legno 20 mesi
Ceretto,Barbaresco Bernadot 2018,,Nebbiolo 100%,,Risotti di terra,90,,"14,5",Legno 20 mesi
Michele Chiarlo,Barolo Cerequio 2017,92,Nebbiolo 100%,"Cerequio di sostanza, piace per equilibrio e generosità Il naso è profondo, di frutta matura e confetture, mora di gelso e bacche, marasca e fiori passiti La bocca godibile e armoniosa, ha sapore e finezza tannica Un Barolo rassicurante, al meglio dal 2027",Lepre al ginepro,74,6,14,Legno 24 mesi
Michele Chiarlo,Nizza La Court Riserva 2018,92,Barbera 100%,"Una Barbera estremamente elegante, dal profilo fruttato e minerale Il naso è complesso, con note calde e succose di frutta, di sottobosco, cuoio e tabacco, mora e confetture La bocca conquista per morbidezza e struttura; ha nerbo, freschezza e lunga persistenza Importante ma leggiadro",Stinco di vitello,36,12,14,Legno 12 mesi
Michele Chiarlo,Barolo Cannubi 2017,,Nebbiolo 100%,,Carni rosse o selvaggina,74,4,14,Legno 24 mesi
Michele Chiarlo,Barbaresco Asili 2018,,Nebbiolo 100%,,Formaggi stagionati o erborinati,52,4,14,Legno 18 mesi
Michele Chiarlo,Barbaresco Faset 2018,,Nebbiolo 100%,,Carni rosse o selvaggina,42,3,14,Legno 18 mesi
Ciabot Berton,Barolo Rocchettevino 2016,,Nebbiolo 100%,"Classico granato Delicata e una bella ed elegante progressione: fiori essiccati, frutta rossa macerata, spezie dolci, ventate balsamiche Colpisce la freschezza, che tiene a bada la struttura e un tannino ancora scalpitante e quasi severo",Carré di agnello al timo,40,4,"14,5",Acciaio 6 mesi e Legno 24 mesi
Ciabot Berton,Barolo Del Comune Di La Morra 2017,,Nebbiolo 100%,,Formaggi stagionati o erborinati,27,8,"14,5",Acciaio 6 mesi e Legno 18 mesi
Ciabot Berton,Barolo Ciabot Berton 1961 2016,,Nebbiolo 100%,,Risotti di terra,35,10,"14,5",Acciaio 6 mesi e Legno 24 mesi
Ciabot Berton,Barolo Roggeri 2016,,Nebbiolo 100%,,Carni rosse o selvaggina,40,8,"14,5",Acciaio 6 mesi e Legno 24 mesi
Domenico Clerico,Barolo Ginestra Ciabot Mentin 2017,94,Nebbiolo 100%,"Incarna lo spirito indomito della Ginestra Colore scuro, naso potente, bocca tosta e grintosa I sentori sono sciolti e profondi, densi di frutti scuri e di sottobosco, confetture, erbe, spezie dolci e mentolo, liquirizia e tabacco Al gusto vibra di energia e struttura, esibendo tannini e lunghezza Dal 2030",Filetto di cervo ai mirtilli,75,6,"14,5",Legno 24 mesi
Domenico Clerico,Barolo Del Comune Di Serralunga,93,Nebbiolo 100%,"Integro e austero, è un '17 di gran classe, copioso in sostanza e massa fruttata Ai sentori di erbe e fiori si intrecciano le note di frutta rossa e scura, via via più dolce e intensa Marcata e decisa è la risposta gustativa, corroborante nei tannini, lunga nella persistenza fruttata Non prima del 2030",Finanziera,86,6,"14,5",Legno 24 mesi
Domenico Clerico,Barolo Percristina 2011,,Nebbiolo 100%,,Carni rosse o selvaggina,195,3,"14,5",Legno 36 mesi
Domenico Clerico,Barolo Ginestra Pajana 2017,,Nebbiolo 100%,,Carni rosse o selvaggina,75,4,"14,5",Legno 24 mesi
Domenico Clerico,Barolo Del Comune Di Monforte 2017,,Nebbiolo 100%,,Carni rosse o selvaggina,45,24,"14,5",Legno 24 mesi
Giulio Cocchi,Storico Vermouth Di Torino,,Moscato bianco 100%  Alc.16%,,"Pasticceria secca, torte o cioccolato",18,,16,
Colle Manora,Monferrato Bianco Mila 2018,,Chardonnay 60% – Viognier 40%,"Dorato luccicante Ampio ventaglio odoroso che richiama papaia, poi melone, banana matura, pompelmo, zafferano, stecca di vaniglia e una dolce sfumatura di torrone a chiudere Palato avvolto da setose morbidezze, stuzzicante sapidità e lunghe e raffinate persistenze",Risotto ai gamberi e zafferano,18,3,"13,5",Acciaio 10 mesi e Legno 10 mesi
Colle Manora,Monferrato Rosso Barchetta 2018,,Cabernet sauvignon 60% – Merlot 40%,,Risotti di terra,16,8,14,Legno 18 mesi
Colle Manora,Monferrato Bianco Mimosa 2020,,Sauvignon 100%,,Formaggi freschi o a pasta filata,10,20,"13,5",
Colle Manora,Barbera Del Monferrato Pais 2020,,Barbera 100%,,Salumi o insaccati,8,20,"13,5",Acciaio 7 mesi
Colombera & Garella,Bramaterra Cascina Cottignano 2017,92,Nebbiolo 80% – Croatina 10% – Vespolina 10%  Alc.13%,"Granato di impeccabile luminosità, offre un naso ricolmo di frutta, fiori e in particolare di spezie ed erbe officinali perfettamente in armonia Piccoli frutti di bosco, pesca di vigna, assenzio, zenzero, viola e menta Al gusto è sottile, delicato ma continuo nel sapore ricco di sapidità ed equilibrio",Stinco di maiale al forno,32,7,13,Legno 24 mesi
Colombera & Garella,Coste Della Sesia Rosso Cascina,,Nebbiolo 80% – Croatina 10% – Vespolina 10%,,Formaggi stagionati o erborinati,14,7,"12,5",Acciaio 6 mesi e Legno 6 mesi
Conterno,Barolo Monfortino Riserva 2015,98,Nebbiolo 100%,"E’ uno dei migliori Monfortino di sempre Il naso è importante, puro, fruttato e  polposo Scioglie note di amarena, lampone, erbe e succo di frutta La bocca nonostante la gioventù è morbida e tesa, fitta di tannini dolci, lunghissima Un capolavoro",Filetto di Fassona con salsa bernese,800,20,"14,5",Legno 56 mesi
Conterno,Barolo Vigna Francia 2017,96,Nebbiolo 100%,"Francia compatto e austero, dal naso spettacolare e complesso di frutta rossa e piccole spezie tra cui ciliegia e fragola, erbe, bacche e radici Al palato è gustoso, potente, munito di tannini fitti Grande vino",Filetto di cervo,200,20,15,Legno 44 mesi
Conterno,Barolo Vigna Cerretta 2017,95,Nebbiolo 100%,"Cerretta superbo, dal timbro floreale, folto di note di erbe e rosmarino, bacche e sottobosco, poi tanta frutta rossa, fragole e lampone, ribes e pesca La dolcezza si sente anche al gusto, morbido, perfetto nello sviluppo",Stinco di vitello al forno,200,5,15,Legno 44 mesi
Conterno,Barolo Vigna Arione 2017,,Nebbiolo 100%,,Carni rosse o selvaggina,200,6,15,Legno 44 mesi
Cordero Di Montezemolo,Barolo Enrico Vi 2017,94,Nebbiolo 100%,"Granato Dopo un entrée di viola e piccoli frutti rossi, s’insinua la nobiltà olfattiva del Villero, preziosa nelle sfumature speziate (chiodo di garofano) e balsamiche, con nitide note di pesca Al palato è concentrato, potente, guerriero nel tannino, lungo, già pronto a entrare nell’aristocrazia di Langa",Tournedos alla Rossini,75,6,15,Legno 18 mesi
Cordero Di Montezemolo,Barolo Gattera 2017,,Nebbiolo 100%,,Carni rosse o selvaggina,65,5,"14,5",Legno 19 mesi
Cordero Di Montezemolo,Langhe Chardonnay Elioro 2019,,Chardonnay 100%,,Piatti di pesce,33,6,13,Legno 9 mesi
Renato Corino,Barolo Arborina 2017,93,Nebbiolo 100%,"Granato scuro Naso moderno ed eloquente, scintillante di fragola e lampone, raffinato da delicatezze balsamico-mentolate, con lussuose sensazioni di tabacco chiaro e noce moscata Il sorso impressiona per il dinamico equilibrio tra il graffio tannico e la carnosità fruttata Lungo e inappuntabile finale",Filetto di manzo al balsamico,48,1,15,Legno 24 mesi
Renato Corino,Barolo Roncaglie Stefano Corino 2017,,Nebbiolo 100%,,Carni rosse o selvaggina,52,1,15,Legno 24 mesi
Giuseppe Cortese,Barbaresco 2018,,Nebbiolo 100%,,Carni rosse o selvaggina,32,10,"14,5",Legno 18 mesi
Giuseppe Cortese,Langhe Bianco Scapulin 2019,,Chardonnay 100%,,Piatti di pesce,17,8,13,Acciaio 10 mesi e Legno 10 mesi
Giuseppe Cortese,Langhe Dolcetto 2020,,Dolcetto 100%,,Primi piatti di pasta o pasta fresca ripiena,9,10,"12,5",Acciaio 6 mesi
Dacapo,Piemonte Pinot Nero Cantacucco 2018,,Pinot nero 100%,,Risotti di terra,22,584,"13,5",Legno 12 mesi
Giuseppe Ellena,Barolo Ascheri Riserva 2013,,Nebbiolo 100%,,Carni rosse o selvaggina,55,1,"14,5",Legno 40 mesi
Giuseppe Ellena,Barolo Del Comune Di La Morra 2017,,Nebbiolo 100%,,Carni rosse o selvaggina,27,8,"14,5",Legno 24 mesi
Giuseppe Ellena,Langhe Nascetta 2019,,Nascetta 100%,,Piatti di pesce,13,3,13,Acciaio 12 mesi
Giacomo Fenocchio,Barolo Bussia 2017,,Nebbiolo 100%,,Carni rosse o selvaggina,45,24,"14,5",Acciaio 6 mesi e Legno 30 mesi
Giacomo Fenocchio,Barolo Cannubi 2017,,Nebbiolo 100%,,Carni rosse o selvaggina,55,2,"14,5",Legno 30 mesi
Giacomo Fenocchio,Barolo Castellero 2017,,Nebbiolo 100%,,Carni rosse o selvaggina,45,4,"14,5",Legno 30 mesi
Ferro,Nizza La Corazziera 2018,,Barbera 100%,,Carni rosse o selvaggina,21,2,"15,5",Acciaio 6 mesi e Legno 15 mesi
Fontanabianca,Barbaresco Serraboella 2018,,Nebbiolo 100%,"Bel granato L'impatto è ferrigno, sottoboschivo, poi si fa via via più speziato e balsamico Una sensazione di piccole bacche in alcol viene e va in un profilo olfattivo cangiante Notevole estrazione strutturale, con gran rilievo tannico E non manca una gastronomica sapidità in coda",Cappone al cognac,35,2,14,Legno 14 mesi
Fontanabianca,Barbaresco 2018,,Nebbiolo 100%,,Carni rosse o selvaggina,25,30,14,Legno 6 mesi
Fontanabianca,Langhe Nebbiolo 2019,,Nebbiolo 100%,,Primi piatti di pasta o pasta fresca ripiena,16,10,14,Legno 6 mesi
Forteto Della Luja,Loazzolo Piasa Rischei 2018,92,Moscato bianco 100%,"Tonalità giallo dorato brillante Profilo olfattivo aromatico di altissimo livello: agrumi freschi, albicocca essiccata, miele di acacia, dattero, frutta secca tostata, caramello e crema pasticcera L'assaggio è sontuoso e impeccabilmente equilibrato, fresco, sapido e cremoso Avvolgente",Roquefort,35,2,11,Legno 12 mesi
Forteto Della Luja,Monferrato Rosso Le Grive 2019,,Barbera 70% – Pinot nero 30%,,Primi piatti di pasta o pasta fresca ripiena,16,15,"14,5",Legno 9 mesi
Mauro Franchino,Gattinara 2017,,Nebbiolo 100%,"Granato intenso, in primo piano un classico susseguirsi di spezie, erbe officinali e suggestioni balsamiche ed ematiche segnate dal timbro ferroso, tipico suggello del territorio, sentori forti e personali Stesso registro in bocca, volume e densità con tannino pieno e persistenza giocata sul finale di frutta sottospirito",Lepre in civet,26,9,14,Legno 48 mesi
Mauro Franchino,Gattinara Riserva 2016,,Nebbiolo 100%,,Carni rosse o selvaggina,35,2,14,Legno 48 mesi
Mario Gagliasso,Langhe Chardonnay Utinot 2018,,Chardonnay 100%,,Piatti di pesce,10,3,"13,5",Legno 10 mesi
Mario Gagliasso,Langhe Nebbiolo Ciabot Russ 2018,,Nebbiolo 100%,,Risotti di terra,15,6,"14,5",Legno 12 mesi
Garesio,Nizza Riserva 2017,,Barbera 100%,"Colore rubino impenetrabile Olfatto intenso e densamente fruttato Esprime ricordi di marasca, prugna, confettura di gelsi, iris, viola, liquirizia, cannella, pepe ed eucalipto Il sorso è fresco, equilibrato e molto gustoso La sottile trama tannica accompagna il persistente finale fruttato",Pancia di maialino da latte al forno,27,1,"14,5",Legno 24 mesi
Garesio,Nizza Gavelli 2018,,Barbera 100%,,Salumi o insaccati,20,10,"14,5",Legno 16 mesi
Garesio,Langhe Nebbiolo 2019,,Nebbiolo 100%,,Carni bianche o da cortile,16,6,14,Legno 12 mesi
Gaudio - Bricco Mondalino,Grignolino Del Monferrato Casalese,,Grignolino 100%,,Salumi o insaccati,12,20,"13,5",Acciaio 3 mesi
Gaudio - Bricco Mondalino,Barbera Del Monferrato Superiore 2018,,Barbera 90% – Freisa 10%,,Primi piatti di pasta o pasta fresca ripiena,12,38,"14,5",Acciaio 6 mesi e Legno 6 mesi
Gaudio - Bricco Mondalino,Monferrato Chiaretto Ciaret 2020,,Barbera 85% – Syrah 15%,,Carni bianche o da cortile,9,4,14,Acciaio 4 mesi
Bruno Giacometto,Erbaluce Di Caluso Autoctono 2019,92,Erbaluce 100%,"Lucente giallo paglierino con riflessi oro, rivela un bouquet impostato sulla dolcezza del frutto maturo, pompelmo, pera e susina gialla e fiori gialli tra cui ginestra e margherita Al palato è compiuto, si distende tra la piacevole freschezza e la stuzzicante sapidità Persistenza lunga e appagante",Sformato di verdure,13,7,"12,5",Acciaio 6 mesi
Bruno Giacometto,Canavese Rosato Metodo Classico 2019,,Nebbiolo 50% – Barbera 20% – Neretto di Bairo 20% – altre varietà 10%,,Salumi o insaccati,18,1,"12,5",Acciaio 6 mesi | 12 mesi sui lieviti
Bruno Giacometto,Erbaluce Di Caluso Spumante Brut 2012,,Erbaluce 100%,,"Crostacei, molluschi o crudità",18,4,13,Acciaio 6 mesi | 36 mesi sui lieviti
Bruno Giacometto,Canavese Rosso 2019,,Nebbiolo 30% – Neretto di Bairo 20% – Barbera 15% – Freisa 15% – altre varietà 20%,,,7,,"13,5",
Carlo Giacosa,Barbaresco Asili 2018,94,Nebbiolo 100%,"Eccolo, il nuovo campione: cromia granato chiaro, profumi di squisita tradizione nebbiolesca (lampone macerato, soffi balsamici, chiodo di garofano, antichi legni, viola) e un palato di metronomica sostanza tannica, succoso, molto persistente, già in splendido equilibrio Averne",Polpette di cervo al timo,80,1,"14,5",Acciaio e Legno 30 mesi
Carlo Giacosa,Barbaresco Montefico 2018,,Nebbiolo 100%,,Risotti di terra,47,7,"14,5",Acciaio e Legno 30 mesi
Carlo Giacosa,Barbaresco Luca Riserva 2016,,Nebbiolo 100%,,Carni rosse o selvaggina,60,2,"14,5",Acciaio e Legno 40 mesi
Carlo Giacosa,Langhe Nebbiolo Maria Grazia 2019,,Nebbiolo 100%,,Carni bianche o da cortile,25,4,14,Acciaio e Legno 12 mesi
Carlo Giacosa,Langhe Pinot Nero 2019,,Pinot nero 100%,,Primi piatti di pasta o pasta fresca ripiena,40,3,13,Acciaio e Legno 12 mesi
Gillardi,Barolo 2017,,Nebbiolo 100%,"Granato Esordisce con un nobile allungo floreale di rosa e violetta in pastiglia Bacche rosse, macerate, emergono, timide, da un affresco speziato Dettaglio e precisione gustativa assoluta, un Barolo affilato, dai tannini efficaci, equilibrato, con un lungo congedo di spezie dolci e balsamici aghi di pino",Tasca di vitello ripiena,38,4,14,Legno 36 mesi
Gillardi,Langhe Rosso Harys 2019,,Syrah 100%,,Carni rosse o selvaggina,40,2,"14,5",Legno 18 mesi
Gillardi,Langhe Nebbiolo 2019,,Nebbiolo 100%,,Carni rosse o selvaggina,17,10,"13,5",Legno 18 mesi
Gillardi,Dogliani Maestra 2020,,Dolcetto 100%,,Primi piatti di pasta o pasta fresca ripiena,9,18,14,Acciaio 10 mesi
Giuseppe Mascarello  E Figlio,Barolo Monprivato 2016,96,Nebbiolo 100%,"Grande freschezza e intensità Il naso abbraccia le classiche note che han reso celebre questo cru: radici, foglie secche, rosa, violetta poi fragolina, ribes, melograno Brillante anche la bocca, copiosa ma snella Splendido",Stinco di vitello al forno,180,20,15,Legno 34 mesi
Giuseppe Mascarello  E Figlio,Barolo Villero 2016,95,Nebbiolo 100%,"Un Villero che si nota Il timbro è classico, ma quest'anno si spinge oltre Il naso è scintillante, fresco di note di fiori e frutti, spezie e sottobosco La bocca è grande: morbida, dolce, equilibrata in tutto Un vino per appassionati",Rolata di vitello con porcini,80,2,"14,5",Legno 34 mesi
Sergio Gozzelino,Monferrato Nebbiolo Superiore San,,Nebbiolo 100%,,Carni rosse o selvaggina,16,4,14,Acciaio 6 mesi e Legno 12 mesi
Silvio Grasso,Barolo Bricco Manzoni 2017,,Nebbiolo 100%,"Granato scuro e compatto Racconta di china, tabacco, chiodi di garofano Con i minuti si fa più accogliente, dolce di piccoli frutti macerati e leggiadri soffi balsamici Fresco e gustosamente sapido, soave ma di ricca sostanza Trama tannica fitta e giovane: promette grande piacevolezza negli anni a venire",Brasato di capocollo,60,3,14,Legno 24 mesi
Silvio Grasso,Barolo Annunziata Vigna Plicotti 2017,,Nebbiolo 100%,,Risotti di terra,55,3,14,Legno 24 mesi
Silvio Grasso,Barolo 2017,,Nebbiolo 100%,,Risotti di terra,35,15,14,Legno 24 mesi
Fratelli Grimaldi  Ca' Du Sindic,Alta Langa Brut 2017,,Pinot nero 100%,,Piatti di pesce,30,5,"12,5",
Fratelli Grimaldi  Ca' Du Sindic,Langhe Chardonnay 2020,,Chardonnay 100%,,Piatti di verdure,15,3,"13,5",
Fratelli Grimaldi  Ca' Du Sindic,Ventuno Brut 2019,,Chardonnay 55% – Pinot nero 45%,,"Crostacei, molluschi o crudità",18,8,"12,5",
Hilberg - Pasquero,Vareij 2020,,Brachetto 75% – Barbera 25%,,Piatti di pesce,18,4,"13,5",Acciaio 12 mesi
Icardi,Barolo Serra Riserva 2015,,Nebbiolo 100%,"Manto rosso granato scuro Sfoggia un bouquet ampio e balsamico con ricordi di violette appassite, confettura di more e mirtilli, erbe officinali, caffè, cacao, legni, menta e liquirizia Il sorso è caldo, molto ricco e coinvolgente Chiude su lungo finale balsamico, densamente tannico e molto sapido",Guancia di vitello brasata,110,2,"14,5",Legno 60 mesi
Icardi,Barolo Fossati 2016,,Nebbiolo 100%,,Carni rosse o selvaggina,80,4,"14,5",Legno 36 mesi
Icardi,Barbaresco Starderi 2017,,Nebbiolo 100%,,Carni rosse o selvaggina,55,5,"14,5",Legno 24 mesi
Icardi,Barbaresco Mountubert 2017,,Nebbiolo 100%,,Primi piatti di pasta o pasta fresca ripiena,35,16,14,Legno 24 mesi
Icardi,Piemonte Bianco Pafoj 2020,,Sauvignon 55% – Chardonnay 40% – Cortese 5%,,Piatti di pesce,18,5,14,
Il Poggio,Gavi Del Comune Di Gavi Rovereto,,Cortese 100%,,Risotti di pesce,14,19,"12,5",Acciaio 6 mesi
Il Poggio,Gavi Nuvole Sul Poggio 2020,,Cortese 100%,,Piatti di pesce,10,6,"12,5",Acciaio 6 mesi
Il Poggio,Monferrato Rosso Sbircio 2016,,Merlot 90% – Cabernet franc 10%,,Primi piatti di pasta o pasta fresca ripiena,20,1,"13,5",Acciaio 24 mesi e Legno 12 mesi
Isolabella Della Croce,Nizza Augusta 2017,,Barbera 100%,,Carni rosse o selvaggina,25,9,15,Legno 24 mesi
Isolabella Della Croce,Piemonte Pinot Nero Bricco Del Falco 2017,,Pinot nero 100%,,Risotti di terra,30,1,14,Legno 24 mesi
Isolabella Della Croce,Piemonte Sauvignon 2020,,Sauvignon 100%,,Piatti di pesce,15,7,"13,5",
La Colombera,Colli Tortonesi Barbera Monleale 2019,,Barbera 100%,,Primi piatti di pasta o pasta fresca ripiena,16,5,"14,5",Acciaio 2 mesi e Legno 12 mesi
La Colombera,Colli Tortonesi Barbera Elisa 2018,,Barbera 100%,,Carni bianche o da cortile,25,6,15,Acciaio 2 mesi e Legno 12 mesi
La Colombera,Colli Tortonesi Cortese Bricco,,Cortese 100%,,Piatti di verdure,9,12,13,Acciaio 6 mesi
La Colombera,Colli Tortonesi Croatina La Romba 2020,,Croatina 100%,,Salumi o insaccati,15,7,15,Acciaio 9 mesi
La Ghibellina,Gavi Del Comune Di Gavi Mainin 2020,,Cortese 100%,"Paglierino luminoso Quadro olfattivo che evidenzia il fiore di tarassaco e di camomilla, a seguire sfumature di pompelmo, buccia di limone, ananas, per chiudere con erbe aromatiche come la salvia e il basilico Palato teso e vibrante nell'esaltare tanta citrina freschezza e piacevolezza di beva",Acciughe fritte,12,45,"12,5",Acciaio 4 mesi
La Ghibellina,Gavi Del Comune Di Gavi Altius 2019,,Cortese 100%,,Formaggi freschi o a pasta filata,18,6,12,Acciaio 8 mesi
La Ghibellina,Piemonte Barbera Nero Del Montone 2017,,Barbera 100%,,Carni rosse o selvaggina,16,2,15,Legno 18 mesi
La Giustiniana,Gavi Del Comune Di Gavi Montessora 2020,,Cortese 100%,"Paglierino luminoso Corredo odoroso che parte con profumi di ananas, buccia di limone, pesca nettarina, gelso, fieno, cui segue il floreale di una pergola di glicine, biancospino e ancora il mazzetto di erbe aromatiche Impatto gustativo di gran freschezza, sapidità quasi salmastra e struttura importante",Totani e calamari in pastella,16,30,14,Acciaio 6 mesi
La Giustiniana,Gavi Del Comune Di Gavi Lugarara 2020,,Cortese 100%,,Piatti di pesce,12,90,13,Acciaio 4 mesi
La Mesma,Gavi La Mesma Brut 2015,,Cortese 100%,,"Crostacei, molluschi o crudità",26,6,13,Acciaio 8 mesi | 57 mesi sui lieviti
La Mesma,Gavi Le Rose 2020,,Cortese 100%,,Piatti di verdure,8,6,"12,5",Acciaio 5 mesi
La Palazzina,Bramaterra 2017,,Nebbiolo 70% – Croatina 20% – Vespolina 8% – Uva rara 2%,,Risotti di terra,25,1,13,Legno 24 mesi
La Palazzina,Coste Della Sesia Rosso Vecchi Vigneti 2017,,Nebbiolo 50% – Croatina 40% – Vespolina 10%  Alc.13%,,Formaggi stagionati o erborinati,20,966,13,Legno 18 mesi
La Raia,Gavi La Raia 2020,,Cortese 100%,,Piatti di verdure,13,150,"12,5",Acciaio 6 mesi
La Spinetta,Barbaresco Vigneto Starderi 2018,95,Nebbiolo 100%,"Granato Tra i Barbaresco, il più ""rivettiano"": cenni vegetali, poi fragola, variegati balsamici, viola, delicate spezie, punteggiatura d'erbe aromatiche In bocca dà il meglio, con una progressione solenne in cui tannini e succosità si spalleggiano in equilibrio dinamico, che non sembra finire mai",Rotolo di agnello allo Stilton,130,6,"14,5",Legno 19 mesi
La Spinetta,Barbaresco Vigneto Gallina 2018,,Nebbiolo 100%,,Risotti di terra,130,6,"14,5",Legno 18 mesi
Le Piane,Boca 2017,96,Nebbiolo 85% – Vespolina 15%,"Luminoso e intrigante granato, il riflesso rubino rimanda a fresche suggestioni fruttate di lampone e ribes, ma la vera nobiltà olfattiva si svela richiamando sbuffi agrumati di arancia e bergamotto e balsamici di erbe aromatiche e officinali, con finale ematico e minerale Bocca pacata, con calma e grazia dona lunga e sapida persistenza aromatica legata a un finissimo tannino",Quaglie allo spiedo,62,13,14,Legno 46 mesi
Le Piane,Mimmo 2018,,Nebbiolo 70% – Croatina 25% – Vespolina 5%,,Carni rosse o selvaggina,24,16,"13,5",Legno 22 mesi
Le Piane,Piane 2018,,Croatina 95% – Vespolina 5%,,Formaggi stagionati o erborinati,35,8,14,Legno 12 mesi
Le Piane,Bianko 2020,,Erbaluce 100%,,Risotti di pesce,20,8,14,Legno 8 mesi
Le Piane,Maggiorina 2020,,14 varietà autoctone bianche e rosse 100%,,Piatti di verdure,18,30,13,Acciaio 10 mesi
Ugo Lequio,Barbaresco Gallina Riserva 2016,,Nebbiolo 100%,"Granato Intriga con un pot-pourri di piccoli frutti maturi che poi derivano verso la mora; leggiadre presenze balsamiche, d'erbe aromatiche e viola, dolce corteggio speziato La massa tannica è imponente, una scorta a cui attingere per il futuro sostegno di un sorso potente, da giudicare nel tempo",Gulasch di camoscio al ginepro,45,3,"14,5",Legno 24 mesi
